customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C057247,13,1,85622.10999999999,4,1,4,9,Growth
C057248,7,2,41457.31,5,2,3,10,Regular
C057251,10,1,408.21,4,1,1,6,Regular
C057253,21,1,18853.18,3,1,2,6,Regular
C057254,5,2,32883.28,5,2,2,9,Regular
C057258,40,1,1396.93,2,1,1,4,Churn Risk
C057260,1,1,3569.38,5,1,1,7,Regular
C057263,14,1,23782.4,4,1,2,7,Regular
C057264,20,1,115.05,3,1,1,5,Regular
C057265,50,1,6120.95,2,1,1,4,Churn Risk
C057266,37,1,208.25,2,1,1,4,Churn Risk
C057267,5,2,7895.0,5,2,1,8,Regular
C057268,22,1,19539.34,3,1,2,6,Regular
C057269,6,1,259.23,5,1,1,7,Regular
C057270,19,1,46.81,3,1,1,5,Regular
C057271,27,1,165.99,3,1,1,5,Regular
C057272,17,1,14974.79,4,1,1,6,Regular
C057273,0,1,38885.7,5,1,3,9,Regular
C057274,27,1,36059.21,3,1,3,7,Regular
C057275,33,1,83.83,3,1,1,5,Regular
C057278,35,1,2733.0299999999997,2,1,1,4,Churn Risk
C057279,19,2,16026.44,3,2,2,7,Regular
C057281,0,1,6948.85,5,1,1,7,Regular
C057282,19,1,19764.85,3,1,2,6,Regular
C057283,21,1,5902.63,3,1,1,5,Regular
C057284,15,1,5377.62,4,1,1,6,Regular
C057285,5,1,55349.6,5,1,3,9,Regular
C057286,6,2,13938.66,5,2,1,8,Regular
C057288,1,1,4475.16,5,1,1,7,Regular
C057289,0,1,8050.5,5,1,1,7,Regular
C057292,18,1,48336.3,4,1,3,8,Regular
C057295,21,2,25338.84,3,2,2,7,Regular
C057296,20,1,12019.43,3,1,1,5,Regular
C057297,2,1,5387.74,5,1,1,7,Regular
C057298,29,1,264.32,3,1,1,5,Regular
C057299,21,1,12790.810000000001,3,1,1,5,Regular
C057300,22,1,88483.72,3,1,5,9,Regular
C057302,46,1,530.59,2,1,1,4,Churn Risk
C057304,50,1,12276.11,2,1,1,4,Churn Risk
C057305,47,1,48225.31,2,1,3,6,Regular
C057306,7,1,8335.19,5,1,1,7,Regular
C057308,1,1,2773.61,5,1,1,7,Regular
C057309,27,1,4344.41,3,1,1,5,Regular
C057312,20,1,10396.39,3,1,1,5,Regular
C057313,48,1,9607.31,2,1,1,4,Churn Risk
C057314,3,1,6408.95,5,1,1,7,Regular
C057316,9,1,10336.57,4,1,1,6,Regular
C057317,12,1,17638.98,4,1,2,7,Regular
C057319,8,1,195.9,5,1,1,7,Regular
C057321,13,2,23024.519999999997,4,2,2,8,Regular
C057322,6,1,8893.22,5,1,1,7,Regular
C057323,4,1,10051.310000000001,5,1,1,7,Regular
C057325,50,1,131.34,2,1,1,4,Churn Risk
C057326,5,2,15562.52,5,2,2,9,Regular
C057328,19,1,52.93,3,1,1,5,Regular
C057329,20,2,33907.37,3,2,3,8,Regular
C057330,50,1,29156.100000000002,2,1,2,5,Churn Risk
C057331,12,2,69664.89,4,2,4,10,Growth
C057332,18,2,35547.3,4,2,3,9,Regular
C057334,11,1,4913.01,4,1,1,6,Regular
C057337,19,1,348.04,3,1,1,5,Regular
C057343,47,1,12563.68,2,1,1,4,Churn Risk
C057344,37,1,12281.15,2,1,1,4,Churn Risk
C057345,7,2,11270.34,5,2,1,8,Regular
C057346,21,1,1776.64,3,1,1,5,Regular
C057348,47,1,10491.79,2,1,1,4,Churn Risk
C057352,26,2,14564.32,3,2,1,6,Regular
C057354,19,2,45164.53,3,2,3,8,Regular
C057355,24,1,12928.37,3,1,1,5,Regular
C057357,9,1,27019.850000000002,4,1,2,7,Regular
C057358,19,1,16074.41,3,1,2,6,Regular
C057359,13,1,8233.79,4,1,1,6,Regular
C057360,19,1,9924.699999999999,3,1,1,5,Regular
C057363,9,1,1238.05,4,1,1,6,Regular
C057366,40,1,439.73,2,1,1,4,Churn Risk
C057367,16,1,12590.54,4,1,1,6,Regular
C057368,19,1,583.9,3,1,1,5,Regular
C057370,2,2,8707.48,5,2,1,8,Regular
C057371,4,1,346.56,5,1,1,7,Regular
C057372,13,1,3049.69,4,1,1,6,Regular
C057373,0,1,183.36,5,1,1,7,Regular
C057374,2,1,39375.17,5,1,3,9,Regular
C057375,16,1,37521.28,4,1,3,8,Regular
C057378,12,2,29974.02,4,2,2,8,Regular
C057380,1,1,10500.43,5,1,1,7,Regular
C057382,24,2,33283.88,3,2,2,7,Regular
C057383,18,1,79471.26999999999,4,1,4,9,Growth
C057384,12,1,3140.12,4,1,1,6,Regular
C057389,13,1,11025.54,4,1,1,6,Regular
C057394,1,1,1012.42,5,1,1,7,Regular
C057396,35,1,41272.43,2,1,3,6,Regular
C057397,8,1,4352.08,5,1,1,7,Regular
C057398,19,1,25203.43,3,1,2,6,Regular
C057399,16,1,20364.52,4,1,2,7,Regular
C057400,8,1,4719.37,5,1,1,7,Regular
C057402,1,1,15052.95,5,1,1,7,Regular
C057403,4,1,98.18,5,1,1,7,Regular
C057404,16,2,40650.88,4,2,3,9,Regular
C057405,3,2,3375.29,5,2,1,8,Regular
C057406,45,1,6906.35,2,1,1,4,Churn Risk
C057407,13,1,44.4,4,1,1,6,Regular
C057408,39,1,8401.62,2,1,1,4,Churn Risk
C057409,21,1,27976.04,3,1,2,6,Regular
C057411,3,1,9582.07,5,1,1,7,Regular
C057413,0,1,56597.68,5,1,4,10,Growth
C057414,4,2,33831.119999999995,5,2,3,10,Regular
C057416,18,1,3934.02,4,1,1,6,Regular
C057417,18,1,20437.55,4,1,2,7,Regular
C057418,2,1,3285.47,5,1,1,7,Regular
C057421,25,1,12981.15,3,1,1,5,Regular
C057423,19,2,5117.21,3,2,1,6,Regular
C057427,8,1,18226.4,5,1,2,8,Regular
C057428,19,1,7981.719999999999,3,1,1,5,Regular
C057429,3,2,16705.17,5,2,2,9,Regular
C057432,0,2,29529.32,5,2,2,9,Regular
C057434,33,2,12716.24,3,2,1,6,Regular
C057436,2,2,117177.12999999999,5,2,5,12,Growth
C057437,17,1,3302.67,4,1,1,6,Regular
C057439,43,1,10912.86,2,1,1,4,Churn Risk
C057440,5,1,24537.32,5,1,2,8,Regular
C057441,8,2,32023.55,5,2,2,9,Regular
C057442,19,1,8200.62,3,1,1,5,Regular
C057443,1,1,9697.42,5,1,1,7,Regular
C057445,47,1,61.08,2,1,1,4,Churn Risk
C057446,34,1,11807.0,3,1,1,5,Regular
C057449,6,1,12043.26,5,1,1,7,Regular
C057451,19,1,12160.0,3,1,1,5,Regular
C057452,25,1,26673.81,3,1,2,6,Regular
C057455,3,1,14008.22,5,1,1,7,Regular
C057456,19,2,8119.450000000001,3,2,1,6,Regular
C057459,12,1,35799.22,4,1,3,8,Regular
C057460,23,1,1369.46,3,1,1,5,Regular
C057461,46,1,28594.030000000002,2,1,2,5,Churn Risk
C057465,42,1,1386.97,2,1,1,4,Churn Risk
C057466,1,2,31940.55,5,2,2,9,Regular
C057468,19,1,399.84,3,1,1,5,Regular
C057469,8,1,7309.94,5,1,1,7,Regular
C057471,19,1,14993.81,3,1,1,5,Regular
C057477,21,1,23489.74,3,1,2,6,Regular
C057478,19,2,59489.61,3,2,4,9,Regular
C057480,19,1,13091.98,3,1,1,5,Regular
C057481,3,2,32342.82,5,2,2,9,Regular
C057482,19,1,1825.6,3,1,1,5,Regular
C057487,34,1,11701.42,3,1,1,5,Regular
C057489,4,1,2386.3,5,1,1,7,Regular
C057490,9,2,52083.22,4,2,3,9,Regular
C057491,5,1,9148.69,5,1,1,7,Regular
C057493,19,1,15520.46,3,1,2,6,Regular
C057495,18,2,18434.64,4,2,2,8,Regular
C057496,16,1,5724.4,4,1,1,6,Regular
C057497,29,1,5300.81,3,1,1,5,Regular
C057498,9,1,8350.38,4,1,1,6,Regular
C057499,27,1,16300.62,3,1,2,6,Regular
C057503,13,2,28506.04,4,2,2,8,Regular
C057504,44,1,420.51,2,1,1,4,Churn Risk
C057505,3,1,65314.33,5,1,4,10,Growth
C057506,19,1,31976.84,3,1,2,6,Regular
C057507,11,1,59.34,4,1,1,6,Regular
C057508,10,2,16855.05,4,2,2,8,Regular
C057509,19,1,8325.88,3,1,1,5,Regular
C057510,18,1,7496.68,4,1,1,6,Regular
C057511,8,1,8046.5599999999995,5,1,1,7,Regular
C057514,3,2,25425.5,5,2,2,9,Regular
C057515,21,2,17434.05,3,2,2,7,Regular
C057517,4,1,1736.53,5,1,1,7,Regular
C057518,27,2,3450.38,3,2,1,6,Regular
C057521,9,1,6757.12,4,1,1,6,Regular
C057523,6,2,3938.27,5,2,1,8,Regular
C057525,17,1,2284.19,4,1,1,6,Regular
C057527,36,1,12838.21,2,1,1,4,Churn Risk
C057530,13,2,12281.59,4,2,1,7,Regular
C057531,5,1,45053.69,5,1,3,9,Regular
C057532,26,1,399.96000000000004,3,1,1,5,Regular
C057533,31,1,153.23,3,1,1,5,Regular
C057534,16,1,30853.72,4,1,2,7,Regular
C057537,34,1,6625.18,3,1,1,5,Regular
C057538,17,1,21011.79,4,1,2,7,Regular
C057539,2,1,16233.43,5,1,2,8,Regular
C057544,18,2,28110.28,4,2,2,8,Regular
C057547,9,1,13198.17,4,1,1,6,Regular
C057549,25,1,1034.2,3,1,1,5,Regular
C057550,24,1,17277.47,3,1,2,6,Regular
C057551,12,1,5551.27,4,1,1,6,Regular
C057555,32,1,12267.59,3,1,1,5,Regular
C057556,28,1,16551.14,3,1,2,6,Regular
C057557,7,1,10904.53,5,1,1,7,Regular
C057558,9,1,9138.25,4,1,1,6,Regular
C057559,19,2,15792.029999999999,3,2,2,7,Regular
C057560,19,1,92.16,3,1,1,5,Regular
C057563,31,1,199.8,3,1,1,5,Regular
C057564,6,1,2275.72,5,1,1,7,Regular
C057565,29,1,4422.72,3,1,1,5,Regular
C057568,19,2,31272.100000000002,3,2,2,7,Regular
C057570,19,1,3429.7,3,1,1,5,Regular
C057571,1,2,32703.359999999997,5,2,2,9,Regular
C057573,12,2,4643.32,4,2,1,7,Regular
C057574,5,1,55233.299999999996,5,1,3,9,Regular
C057577,1,1,13228.02,5,1,1,7,Regular
C057578,12,1,13917.81,4,1,1,6,Regular
C057579,8,2,3758.3999999999996,5,2,1,8,Regular
C057580,43,1,240.04,2,1,1,4,Churn Risk
C057583,19,1,3995.9,3,1,1,5,Regular
C057584,21,1,31340.800000000003,3,1,2,6,Regular
C057587,1,2,10040.86,5,2,1,8,Regular
C057588,12,1,5968.55,4,1,1,6,Regular
C057589,19,1,34102.98,3,1,3,7,Regular
C057590,0,1,25654.79,5,1,2,8,Regular
C057591,23,1,26422.29,3,1,2,6,Regular
C057593,34,1,9754.26,3,1,1,5,Regular
C057595,19,1,132.78,3,1,1,5,Regular
C057597,8,1,48097.47,5,1,3,9,Regular
C057599,5,1,17312.1,5,1,2,8,Regular
C057600,8,2,9808.320000000002,5,2,1,8,Regular
C057601,13,2,19539.39,4,2,2,8,Regular
C057602,2,1,1705.55,5,1,1,7,Regular
C057604,33,1,53881.65,3,1,3,7,Regular
C057606,9,1,2200.59,4,1,1,6,Regular
C057607,8,1,3764.42,5,1,1,7,Regular
C057608,12,1,19745.7,4,1,2,7,Regular
C057609,41,1,909.11,2,1,1,4,Churn Risk
C057610,40,1,2861.56,2,1,1,4,Churn Risk
C057612,13,2,15133.32,4,2,1,7,Regular
C057613,4,2,25803.710000000003,5,2,2,9,Regular
C057614,3,1,24663.66,5,1,2,8,Regular
C057615,0,1,1421.3,5,1,1,7,Regular
C057616,19,1,180.88,3,1,1,5,Regular
C057617,9,1,5920.43,4,1,1,6,Regular
C057620,26,1,60.04,3,1,1,5,Regular
C057623,11,1,11239.83,4,1,1,6,Regular
C057625,3,1,7122.35,5,1,1,7,Regular
C057626,19,1,26923.27,3,1,2,6,Regular
C057627,2,1,1230.73,5,1,1,7,Regular
C057628,0,1,1993.47,5,1,1,7,Regular
C057630,19,1,3834.68,3,1,1,5,Regular
C057631,10,1,4132.66,4,1,1,6,Regular
C057634,9,1,461.3,4,1,1,6,Regular
C057636,12,2,23070.84,4,2,2,8,Regular
C057637,27,1,70605.35,3,1,4,8,Regular
C057638,3,1,6031.82,5,1,1,7,Regular
C057640,8,1,173.64,5,1,1,7,Regular
C057641,3,1,8037.42,5,1,1,7,Regular
C057642,23,1,14665.45,3,1,1,5,Regular
C057643,16,1,4346.65,4,1,1,6,Regular
C057645,4,1,11685.43,5,1,1,7,Regular
C057646,13,1,21882.24,4,1,2,7,Regular
C057647,19,2,14762.06,3,2,1,6,Regular
C057648,19,1,19544.06,3,1,2,6,Regular
C057650,19,1,6611.87,3,1,1,5,Regular
C057651,19,1,26090.15,3,1,2,6,Regular
C057655,16,1,76.19,4,1,1,6,Regular
C057657,19,1,16331.82,3,1,2,6,Regular
C057658,17,2,20671.21,4,2,2,8,Regular
C057659,9,2,2236.33,4,2,1,7,Regular
C057660,19,2,23680.54,3,2,2,7,Regular
C057663,19,2,4307.2300000000005,3,2,1,6,Regular
C057664,1,1,18601.57,5,1,2,8,Regular
C057665,9,1,8516.33,4,1,1,6,Regular
C057667,31,1,26848.03,3,1,2,6,Regular
C057668,12,1,265.13,4,1,1,6,Regular
C057670,6,2,16921.800000000003,5,2,2,9,Regular
C057671,25,1,1102.77,3,1,1,5,Regular
C057672,39,1,37685.29,2,1,3,6,Regular
C057673,42,1,10921.24,2,1,1,4,Churn Risk
C057674,29,1,2448.18,3,1,1,5,Regular
C057676,4,1,2802.15,5,1,1,7,Regular
C057677,30,1,2448.64,3,1,1,5,Regular
C057679,38,1,17321.51,2,1,2,5,Churn Risk
C057680,10,1,4221.71,4,1,1,6,Regular
C057682,26,1,18898.47,3,1,2,6,Regular
C057683,0,2,24181.33,5,2,2,9,Regular
C057685,4,1,4895.24,5,1,1,7,Regular
C057686,0,1,8971.11,5,1,1,7,Regular
C057687,5,2,20615.21,5,2,2,9,Regular
C057689,20,1,42.53,3,1,1,5,Regular
C057690,6,1,39161.81,5,1,3,9,Regular
C057691,10,1,6115.41,4,1,1,6,Regular
C057692,19,1,12104.69,3,1,1,5,Regular
C057694,5,1,5514.85,5,1,1,7,Regular
C057695,11,1,183.23,4,1,1,6,Regular
C057696,22,1,34040.49,3,1,3,7,Regular
C057697,1,1,31893.08,5,1,2,8,Regular
C057699,41,1,12623.03,2,1,1,4,Churn Risk
C057700,10,1,7344.24,4,1,1,6,Regular
C057702,8,1,17830.3,5,1,2,8,Regular
C057703,29,1,979.31,3,1,1,5,Regular
C057704,23,1,341.21,3,1,1,5,Regular
C057707,17,1,9251.65,4,1,1,6,Regular
C057708,3,1,11336.880000000001,5,1,1,7,Regular
C057710,4,1,26663.98,5,1,2,8,Regular
C057712,38,1,134.38,2,1,1,4,Churn Risk
C057714,42,1,13721.43,2,1,1,4,Churn Risk
C057716,20,1,5121.6,3,1,1,5,Regular
C057717,21,2,162375.72,3,2,5,10,Regular
C057718,19,1,6493.58,3,1,1,5,Regular
C057721,4,2,21783.78,5,2,2,9,Regular
C057722,39,1,1815.29,2,1,1,4,Churn Risk
C057724,1,1,8732.84,5,1,1,7,Regular
C057725,9,1,14725.57,4,1,1,6,Regular
C057728,13,2,12776.52,4,2,1,7,Regular
C057729,6,1,584.36,5,1,1,7,Regular
C057730,19,1,34776.6,3,1,3,7,Regular
C057732,16,1,1548.35,4,1,1,6,Regular
C057733,8,1,12863.36,5,1,1,7,Regular
C057735,12,1,1014.73,4,1,1,6,Regular
C057736,35,1,25871.83,2,1,2,5,Churn Risk
C057737,16,1,4641.71,4,1,1,6,Regular
C057738,21,1,6892.99,3,1,1,5,Regular
C057739,24,1,5981.44,3,1,1,5,Regular
C057740,19,1,138.96,3,1,1,5,Regular
C057742,24,1,12334.56,3,1,1,5,Regular
C057745,27,1,217.35,3,1,1,5,Regular
C057746,19,1,10091.41,3,1,1,5,Regular
C057747,28,1,4523.78,3,1,1,5,Regular
C057749,32,1,15923.01,3,1,2,6,Regular
C057751,14,1,294.75,4,1,1,6,Regular
C057752,9,2,10948.720000000001,4,2,1,7,Regular
C057753,5,2,41725.159999999996,5,2,3,10,Regular
C057754,39,1,20856.190000000002,2,1,2,5,Churn Risk
C057757,4,1,19883.17,5,1,2,8,Regular
C057762,12,1,12322.1,4,1,1,6,Regular
C057763,8,1,35693.57,5,1,3,9,Regular
C057765,0,1,6647.56,5,1,1,7,Regular
C057767,17,2,16210.83,4,2,2,8,Regular
C057770,0,1,15211.21,5,1,1,7,Regular
C057771,1,1,3059.58,5,1,1,7,Regular
C057772,13,1,136.92,4,1,1,6,Regular
C057773,36,1,7093.43,2,1,1,4,Churn Risk
C057774,19,1,118.74,3,1,1,5,Regular
C057775,14,1,8247.26,4,1,1,6,Regular
C057776,22,1,46.22,3,1,1,5,Regular
C057780,11,1,103.32,4,1,1,6,Regular
C057781,1,1,7388.09,5,1,1,7,Regular
C057782,8,1,11151.41,5,1,1,7,Regular
C057784,3,1,22954.58,5,1,2,8,Regular
C057785,12,1,9687.39,4,1,1,6,Regular
C057795,20,1,72029.52,3,1,4,8,Regular
C057796,28,1,91.69,3,1,1,5,Regular
C057797,24,1,8192.82,3,1,1,5,Regular
C057799,2,1,27568.29,5,1,2,8,Regular
C057800,2,1,150.36,5,1,1,7,Regular
C057802,19,1,19134.17,3,1,2,6,Regular
C057803,6,1,52810.86,5,1,3,9,Regular
C057804,17,1,13566.88,4,1,1,6,Regular
C057805,6,1,8134.75,5,1,1,7,Regular
C057807,19,1,7802.89,3,1,1,5,Regular
C057808,21,1,11333.849999999999,3,1,1,5,Regular
C057810,28,1,1385.61,3,1,1,5,Regular
C057811,23,1,12768.47,3,1,1,5,Regular
C057812,6,1,15365.57,5,1,2,8,Regular
C057816,19,1,1963.93,3,1,1,5,Regular
C057817,28,1,10313.7,3,1,1,5,Regular
C057818,1,1,56152.130000000005,5,1,4,10,Growth
C057819,0,1,428.69,5,1,1,7,Regular
C057820,19,1,17215.84,3,1,2,6,Regular
C057821,22,1,6932.93,3,1,1,5,Regular
C057823,28,2,13730.14,3,2,1,6,Regular
C057825,8,1,7731.76,5,1,1,7,Regular
C057826,6,1,5949.9,5,1,1,7,Regular
C057828,15,1,22932.78,4,1,2,7,Regular
C057831,2,1,5135.33,5,1,1,7,Regular
C057835,22,1,161.85,3,1,1,5,Regular
C057836,15,2,12174.2,4,2,1,7,Regular
C057837,4,1,10541.51,5,1,1,7,Regular
C057838,13,1,25683.72,4,1,2,7,Regular
C057839,11,1,33698.58,4,1,3,8,Regular
C057840,15,1,6850.47,4,1,1,6,Regular
C057842,1,1,5290.68,5,1,1,7,Regular
C057843,26,1,9657.98,3,1,1,5,Regular
C057844,2,2,13696.02,5,2,1,8,Regular
C057845,24,1,496.45,3,1,1,5,Regular
C057847,35,1,6542.14,2,1,1,4,Churn Risk
C057850,19,1,16550.47,3,1,2,6,Regular
C057851,8,2,16854.739999999998,5,2,2,9,Regular
C057853,6,2,15510.050000000001,5,2,2,9,Regular
C057854,10,1,8318.64,4,1,1,6,Regular
C057859,35,1,8894.81,2,1,1,4,Churn Risk
C057861,8,1,41984.979999999996,5,1,3,9,Regular
C057862,19,1,316.97,3,1,1,5,Regular
C057864,9,1,18246.920000000002,4,1,2,7,Regular
C057866,35,1,2078.76,2,1,1,4,Churn Risk
C057869,14,1,2854.14,4,1,1,6,Regular
C057872,5,1,24145.79,5,1,2,8,Regular
C057873,13,1,10954.81,4,1,1,6,Regular
C057874,30,2,19986.51,3,2,2,7,Regular
C057876,17,1,19066.940000000002,4,1,2,7,Regular
C057877,38,1,9981.02,2,1,1,4,Churn Risk
C057878,33,1,12010.71,3,1,1,5,Regular
C057879,12,1,14608.93,4,1,1,6,Regular
C057881,10,1,1253.39,4,1,1,6,Regular
C057882,28,1,21706.54,3,1,2,6,Regular
C057883,7,1,9649.59,5,1,1,7,Regular
C057888,3,1,6542.78,5,1,1,7,Regular
C057890,19,1,196.88,3,1,1,5,Regular
C057891,1,1,25082.71,5,1,2,8,Regular
C057892,2,2,9617.92,5,2,1,8,Regular
C057893,35,1,17681.53,2,1,2,5,Churn Risk
C057894,26,1,25003.3,3,1,2,6,Regular
C057895,5,1,5705.92,5,1,1,7,Regular
C057897,5,1,45467.37,5,1,3,9,Regular
C057898,7,1,5653.3,5,1,1,7,Regular
C057899,21,1,5080.0,3,1,1,5,Regular
C057900,32,1,180.39,3,1,1,5,Regular
C057901,10,1,13289.56,4,1,1,6,Regular
C057903,17,2,13808.48,4,2,1,7,Regular
C057905,14,1,108.03,4,1,1,6,Regular
C057906,12,1,155.3,4,1,1,6,Regular
C057909,14,1,7101.45,4,1,1,6,Regular
C057912,3,1,5355.34,5,1,1,7,Regular
C057913,12,1,3527.35,4,1,1,6,Regular
C057914,22,1,21071.54,3,1,2,6,Regular
C057915,2,1,11744.86,5,1,1,7,Regular
C057918,3,1,298.87,5,1,1,7,Regular
C057919,22,1,6531.28,3,1,1,5,Regular
C057920,4,1,8615.94,5,1,1,7,Regular
C057923,18,2,13075.810000000001,4,2,1,7,Regular
C057924,25,1,28973.67,3,1,2,6,Regular
C057926,27,1,26241.59,3,1,2,6,Regular
C057929,9,1,3646.69,4,1,1,6,Regular
C057930,19,1,627.61,3,1,1,5,Regular
C057931,37,1,2662.06,2,1,1,4,Churn Risk
C057933,11,1,8624.82,4,1,1,6,Regular
C057934,28,1,7738.94,3,1,1,5,Regular
C057935,4,1,120.38,5,1,1,7,Regular
C057936,3,1,3153.22,5,1,1,7,Regular
C057938,14,1,206.49,4,1,1,6,Regular
C057940,27,1,12883.35,3,1,1,5,Regular
C057941,5,2,10727.04,5,2,1,8,Regular
C057943,17,1,43735.729999999996,4,1,3,8,Regular
C057946,3,1,24285.97,5,1,2,8,Regular
C057947,4,1,5480.59,5,1,1,7,Regular
C057948,4,1,9617.01,5,1,1,7,Regular
C057949,20,1,7435.3,3,1,1,5,Regular
C057951,7,1,4218.64,5,1,1,7,Regular
C057954,1,1,13699.78,5,1,1,7,Regular
C057960,20,1,1079.38,3,1,1,5,Regular
C057961,8,1,27135.75,5,1,2,8,Regular
C057962,5,1,84.38,5,1,1,7,Regular
C057964,25,1,4735.15,3,1,1,5,Regular
C057965,9,1,11627.7,4,1,1,6,Regular
C057966,1,1,16354.84,5,1,2,8,Regular
C057967,21,1,11217.21,3,1,1,5,Regular
C057968,26,1,7114.95,3,1,1,5,Regular
C057969,1,1,25598.23,5,1,2,8,Regular
C057971,2,2,20359.88,5,2,2,9,Regular
C057972,35,1,20437.030000000002,2,1,2,5,Churn Risk
C057973,26,1,42170.57,3,1,3,7,Regular
C057974,7,1,8770.47,5,1,1,7,Regular
C057975,35,1,5584.63,2,1,1,4,Churn Risk
C057976,7,1,18602.11,5,1,2,8,Regular
C057978,20,1,5045.0,3,1,1,5,Regular
C057979,3,1,7432.68,5,1,1,7,Regular
C057980,29,1,28796.15,3,1,2,6,Regular
C057984,12,2,18519.64,4,2,2,8,Regular
C057985,4,1,221.95,5,1,1,7,Regular
C057987,37,1,221.37,2,1,1,4,Churn Risk
C057989,11,1,4630.860000000001,4,1,1,6,Regular
C057990,35,1,857.81,2,1,1,4,Churn Risk
C057994,36,1,8707.68,2,1,1,4,Churn Risk
C057995,5,1,7500.8,5,1,1,7,Regular
C057997,12,2,10365.04,4,2,1,7,Regular
C057998,19,1,475.11,3,1,1,5,Regular
C057999,6,1,723.04,5,1,1,7,Regular
C058000,34,1,18997.79,3,1,2,6,Regular
C058004,25,1,28425.9,3,1,2,6,Regular
C058005,1,1,167.79,5,1,1,7,Regular
C058006,9,2,26280.23,4,2,2,8,Regular
C058008,23,1,5465.4,3,1,1,5,Regular
C058009,4,1,19928.85,5,1,2,8,Regular
C058010,19,1,7973.94,3,1,1,5,Regular
C058011,22,1,7772.75,3,1,1,5,Regular
C058012,16,1,24216.440000000002,4,1,2,7,Regular
C058014,26,1,3644.99,3,1,1,5,Regular
C058015,30,1,8161.71,3,1,1,5,Regular
C058017,19,1,4473.5599999999995,3,1,1,5,Regular
C058020,33,1,1924.2,3,1,1,5,Regular
C058021,8,2,8071.47,5,2,1,8,Regular
C058022,13,1,21075.95,4,1,2,7,Regular
C058024,6,1,6715.07,5,1,1,7,Regular
C058025,1,1,2357.25,5,1,1,7,Regular
C058027,1,1,32562.6,5,1,2,8,Regular
C058028,18,1,138.01,4,1,1,6,Regular
C058029,1,1,14749.46,5,1,1,7,Regular
C058030,12,1,12311.04,4,1,1,6,Regular
C058034,1,1,10548.8,5,1,1,7,Regular
C058035,27,1,117.23,3,1,1,5,Regular
C058036,19,1,34587.59,3,1,3,7,Regular
C058037,13,1,2083.3,4,1,1,6,Regular
C058038,23,1,16322.95,3,1,2,6,Regular
C058039,6,1,4424.84,5,1,1,7,Regular
C058040,23,1,47.74,3,1,1,5,Regular
C058043,19,1,23698.32,3,1,2,6,Regular
C058044,19,1,13632.2,3,1,1,5,Regular
C058045,15,1,7531.26,4,1,1,6,Regular
C058047,0,1,6768.75,5,1,1,7,Regular
C058049,29,1,14819.31,3,1,1,5,Regular
C058050,25,1,32592.88,3,1,2,6,Regular
C058051,9,1,4572.71,4,1,1,6,Regular
C058052,2,1,13427.98,5,1,1,7,Regular
C058054,22,1,5192.4,3,1,1,5,Regular
C058055,19,1,4368.9,3,1,1,5,Regular
C058056,25,1,48753.15,3,1,3,7,Regular
C058057,18,1,24368.97,4,1,2,7,Regular
C058060,19,1,132.56,3,1,1,5,Regular
C058061,10,1,3628.49,4,1,1,6,Regular
C058062,4,1,45314.86,5,1,3,9,Regular
C058063,3,1,7528.62,5,1,1,7,Regular
C058064,2,1,17392.32,5,1,2,8,Regular
C058067,25,1,14043.21,3,1,1,5,Regular
C058068,21,1,12349.9,3,1,1,5,Regular
C058069,0,1,27274.77,5,1,2,8,Regular
C058071,19,1,9287.18,3,1,1,5,Regular
C058073,11,1,98.82,4,1,1,6,Regular
C058074,19,1,6047.71,3,1,1,5,Regular
C058075,19,1,102.34,3,1,1,5,Regular
C058076,35,1,5802.9,2,1,1,4,Churn Risk
C058077,3,1,6218.08,5,1,1,7,Regular
C058078,34,1,116.7,3,1,1,5,Regular
C058079,21,1,3495.11,3,1,1,5,Regular
C058081,1,1,10398.91,5,1,1,7,Regular
C058083,4,1,514.66,5,1,1,7,Regular
C058084,30,1,9828.73,3,1,1,5,Regular
C058085,15,1,14437.02,4,1,1,6,Regular
C058086,31,1,3874.54,3,1,1,5,Regular
C058089,21,1,1129.44,3,1,1,5,Regular
C058091,3,2,13721.25,5,2,1,8,Regular
C058092,13,1,4358.16,4,1,1,6,Regular
C058095,16,1,11117.23,4,1,1,6,Regular
C058097,2,1,61968.8,5,1,4,10,Growth
C058099,21,1,14319.55,3,1,1,5,Regular
C058100,19,1,10019.96,3,1,1,5,Regular
C058101,24,1,889.5,3,1,1,5,Regular
C058105,16,1,2120.75,4,1,1,6,Regular
C058106,11,1,141.49,4,1,1,6,Regular
C058107,22,1,11352.18,3,1,1,5,Regular
C058109,13,1,176.29,4,1,1,6,Regular
C058110,25,1,25237.55,3,1,2,6,Regular
C058115,18,1,10351.650000000001,4,1,1,6,Regular
C058116,6,2,46821.42999999999,5,2,3,10,Regular
C058119,5,1,1068.04,5,1,1,7,Regular
C058120,10,1,10722.43,4,1,1,6,Regular
C058122,23,1,10426.91,3,1,1,5,Regular
C058125,10,1,46988.51,4,1,3,8,Regular
C058128,25,1,10704.5,3,1,1,5,Regular
C058129,2,1,15228.41,5,1,1,7,Regular
C058132,19,1,93.4,3,1,1,5,Regular
C058136,31,1,5342.589999999999,3,1,1,5,Regular
C058138,28,1,9298.15,3,1,1,5,Regular
C058140,21,1,14557.41,3,1,1,5,Regular
C058141,19,1,256.7,3,1,1,5,Regular
C058142,14,1,47000.189999999995,4,1,3,8,Regular
